experiment,participant,id,response,time,group,condition,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,stimulus_size,stimulus_price,confidence_on_semantic,disagreement_on_adj_target,disagreement_on_adj_secondary
3,317,sj_expensive_bl_13,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,,0.13841269841269838,
3,317,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,,0.13841269841269838,
3,317,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,,0.2514285714285714,
3,317,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,,0.2514285714285714,
3,317,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,,0.2514285714285714,
3,317,sj_long_sp_4,true,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,,0.2514285714285714,
3,317,sj_long_sp_15,false,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,,0.2514285714285714,
3,317,sj_long_sp_16,false,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,,0.2514285714285714,
3,317,sj_long_sp_17,false,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,,0.2514285714285714,
3,317,sj_long_sp_18,false,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,,0.2514285714285714,
3,317,sj_long_sp_19,false,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,,0.2514285714285714,
3,317,sj_long_sp_20,false,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,,0.2514285714285714,
3,317,sj_long_sp_21,false,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,,0.2514285714285714,
3,317,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,,0.2514285714285714,
3,317,sj_long_sp_23,false,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,,0.2514285714285714,
3,317,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,,0.2514285714285714,
3,317,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,,0.15873015873015867,
3,317,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,,0.15873015873015867,
3,317,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,,0.15873015873015867,
3,317,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,,0.15873015873015867,
3,317,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,,0.15873015873015867,
3,317,sj_expensive_sp_16,false,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,,0.15873015873015867,
3,317,sj_expensive_sp_17,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,,0.15873015873015867,
3,317,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,,0.15873015873015867,
3,317,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,,0.15873015873015867,
3,317,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,,0.15873015873015867,
3,317,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,,0.15873015873015867,
3,317,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,,0.15873015873015867,
3,317,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,,0.15873015873015867,
3,317,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,,0.15873015873015867,
3,318,sj_big_bl_1,true,,2,unimodal,,,semantic,ball,big,,,,18.0,9.5,,0.11857142857142855,
3,318,sj_big_bl_2,true,,2,unimodal,,,semantic,ball,big,,,,14.0,10.0,,0.11857142857142855,
3,318,sj_big_bl_3,false,,2,unimodal,,,semantic,ball,big,,,,2.5,15.0,,0.11857142857142855,
3,318,sj_big_bl_4,false,,2,unimodal,,,semantic,ball,big,,,,5.0,19.0,,0.11857142857142855,
3,318,sj_big_bl_5,true,,2,unimodal,,,semantic,ball,big,,,,16.0,12.0,,0.11857142857142855,
3,318,sj_big_bl_15,false,,2,unimodal,,,semantic,ball,big,,,,12.0,8.0,,0.11857142857142855,
3,318,sj_big_bl_16,false,,2,unimodal,,,semantic,ball,big,,,,9.0,17.0,,0.11857142857142855,
3,318,sj_big_bl_17,false,,2,unimodal,,,semantic,ball,big,,,,7.0,1.5,,0.11857142857142855,
3,318,sj_big_bl_18,false,,2,unimodal,,,semantic,ball,big,,,,8.5,9.0,,0.11857142857142855,
3,318,sj_big_bl_19,false,,2,unimodal,,,semantic,ball,big,,,,10.0,4.0,,0.11857142857142855,
3,318,sj_big_bl_20,false,,2,unimodal,,,semantic,ball,big,,,,11.0,7.5,,0.11857142857142855,
3,318,sj_big_bl_21,false,,2,unimodal,,,semantic,ball,big,,,,10.5,14.0,,0.11857142857142855,
3,318,sj_big_bl_22,false,,2,unimodal,,,semantic,ball,big,,,,10.0,6.5,,0.11857142857142855,
3,318,sj_big_bl_23,false,,2,unimodal,,,semantic,ball,big,,,,12.5,11.5,,0.11857142857142855,
3,318,sj_expensive_bl_1,false,,2,unimodal,,,semantic,ball,expensive,,,,18.0,9.5,,0.18714285714285708,
3,318,sj_expensive_bl_2,false,,2,unimodal,,,semantic,ball,expensive,,,,14.0,10.0,,0.18714285714285708,
3,318,sj_expensive_bl_3,false,,2,unimodal,,,semantic,ball,expensive,,,,2.5,15.0,,0.18714285714285708,
3,318,sj_expensive_bl_4,true,,2,unimodal,,,semantic,ball,expensive,,,,5.0,19.0,,0.18714285714285708,
3,318,sj_expensive_bl_5,false,,2,unimodal,,,semantic,ball,expensive,,,,16.0,12.0,,0.18714285714285708,
3,318,sj_expensive_bl_15,false,,2,unimodal,,,semantic,ball,expensive,,,,12.0,8.0,,0.18714285714285708,
3,318,sj_expensive_bl_16,true,,2,unimodal,,,semantic,ball,expensive,,,,9.0,17.0,,0.18714285714285708,
3,318,sj_expensive_bl_17,false,,2,unimodal,,,semantic,ball,expensive,,,,7.0,1.5,,0.18714285714285708,
3,318,sj_expensive_bl_18,false,,2,unimodal,,,semantic,ball,expensive,,,,8.5,9.0,,0.18714285714285708,
3,318,sj_expensive_bl_19,false,,2,unimodal,,,semantic,ball,expensive,,,,10.0,4.0,,0.18714285714285708,
3,318,sj_expensive_bl_20,false,,2,unimodal,,,semantic,ball,expensive,,,,11.0,7.5,,0.18714285714285708,
3,318,sj_expensive_bl_21,false,,2,unimodal,,,semantic,ball,expensive,,,,10.5,14.0,,0.18714285714285708,
3,318,sj_expensive_bl_22,false,,2,unimodal,,,semantic,ball,expensive,,,,10.0,6.5,,0.18714285714285708,
3,318,sj_expensive_bl_23,false,,2,unimodal,,,semantic,ball,expensive,,,,12.5,11.5,,0.18714285714285708,
3,318,sj_long_sp_1,false,,2,bimodal,,,semantic,spring,long,,,,8.0,9.5,,0.1842857142857143,
3,318,sj_long_sp_2,true,,2,bimodal,,,semantic,spring,long,,,,33.0,8.0,,0.1842857142857143,
3,318,sj_long_sp_3,false,,2,bimodal,,,semantic,spring,long,,,,13.0,8.0,,0.1842857142857143,
3,318,sj_long_sp_4,true,,2,bimodal,,,semantic,spring,long,,,,30.0,11.0,,0.1842857142857143,
3,318,sj_long_sp_5,false,,2,bimodal,,,semantic,spring,long,,,,10.0,5.0,,0.1842857142857143,
3,318,sj_long_sp_6,true,,2,bimodal,,,semantic,spring,long,,,,32.0,16.5,,0.1842857142857143,
3,318,sj_long_sp_7,false,,2,bimodal,,,semantic,spring,long,,,,11.0,12.5,,0.1842857142857143,
3,318,sj_long_sp_8,false,,2,bimodal,,,semantic,spring,long,,,,11.0,3.0,,0.1842857142857143,
3,318,sj_long_sp_9,true,,2,bimodal,,,semantic,spring,long,,,,32.0,10.0,,0.1842857142857143,
3,318,sj_long_sp_10,false,,2,bimodal,,,semantic,spring,long,,,,9.0,6.5,,0.1842857142857143,
3,318,sj_long_sp_11,true,,2,bimodal,,,semantic,spring,long,,,,31.0,8.5,,0.1842857142857143,
3,318,sj_long_sp_12,true,,2,bimodal,,,semantic,spring,long,,,,31.0,14.0,,0.1842857142857143,
3,318,sj_long_sp_13,false,,2,bimodal,,,semantic,spring,long,,,,9.0,13.5,,0.1842857142857143,
3,318,sj_long_sp_14,false,,2,bimodal,,,semantic,spring,long,,,,28.0,18.0,,0.1842857142857143,
3,318,sj_expensive_sp_1,false,,2,bimodal,,,semantic,spring,expensive,,,,8.0,9.5,,0.14428571428571427,
3,318,sj_expensive_sp_2,false,,2,bimodal,,,semantic,spring,expensive,,,,33.0,8.0,,0.14428571428571427,
3,318,sj_expensive_sp_3,false,,2,bimodal,,,semantic,spring,expensive,,,,13.0,8.0,,0.14428571428571427,
3,318,sj_expensive_sp_4,false,,2,bimodal,,,semantic,spring,expensive,,,,30.0,11.0,,0.14428571428571427,
3,318,sj_expensive_sp_5,false,,2,bimodal,,,semantic,spring,expensive,,,,10.0,5.0,,0.14428571428571427,
3,318,sj_expensive_sp_6,true,,2,bimodal,,,semantic,spring,expensive,,,,32.0,16.5,,0.14428571428571427,
3,318,sj_expensive_sp_7,false,,2,bimodal,,,semantic,spring,expensive,,,,11.0,12.5,,0.14428571428571427,
3,318,sj_expensive_sp_8,false,,2,bimodal,,,semantic,spring,expensive,,,,11.0,3.0,,0.14428571428571427,
3,318,sj_expensive_sp_9,false,,2,bimodal,,,semantic,spring,expensive,,,,32.0,10.0,,0.14428571428571427,
3,318,sj_expensive_sp_10,false,,2,bimodal,,,semantic,spring,expensive,,,,9.0,6.5,,0.14428571428571427,
3,318,sj_expensive_sp_11,false,,2,bimodal,,,semantic,spring,expensive,,,,31.0,8.5,,0.14428571428571427,
3,318,sj_expensive_sp_12,false,,2,bimodal,,,semantic,spring,expensive,,,,31.0,14.0,,0.14428571428571427,
3,318,sj_expensive_sp_13,false,,2,bimodal,,,semantic,spring,expensive,,,,9.0,13.5,,0.14428571428571427,
3,318,sj_expensive_sp_14,true,,2,bimodal,,,semantic,spring,expensive,,,,28.0,18.0,,0.14428571428571427,
3,319,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,,0.17269841269841266,
3,319,sj_big_bl_2,false,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,,0.17269841269841266,
3,319,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,,0.17269841269841266,
3,319,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,,0.17269841269841266,
3,319,sj_big_bl_5,true,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,,0.17269841269841266,
3,319,sj_big_bl_6,true,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,,0.17269841269841266,
3,319,sj_big_bl_7,false,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,,0.17269841269841266,
3,319,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,,0.17269841269841266,
3,319,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,,0.17269841269841266,
3,319,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,,0.17269841269841266,
3,319,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,,0.17269841269841266,
3,319,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,,0.17269841269841266,
3,319,sj_big_bl_13,true,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,,0.17269841269841266,
3,319,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,,0.17269841269841266,
3,319,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,,0.13841269841269838,
3,319,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,,0.13841269841269838,
3,319,sj_expensive_bl_3,true,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,,0.13841269841269838,
3,319,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,,0.13841269841269838,
3,319,sj_expensive_bl_5,false,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,,0.13841269841269838,
3,319,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,,0.13841269841269838,
3,319,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,,0.13841269841269838,
3,319,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,,0.13841269841269838,
3,319,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,,0.13841269841269838,
3,319,sj_expensive_bl_10,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,,0.13841269841269838,
3,319,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,,0.13841269841269838,
3,319,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,,0.13841269841269838,
3,319,sj_expensive_bl_13,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,,0.13841269841269838,
3,319,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,,0.13841269841269838,
3,319,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,,0.2514285714285714,
3,319,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,,0.2514285714285714,
3,319,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,,0.2514285714285714,
3,319,sj_long_sp_4,false,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,,0.2514285714285714,
3,319,sj_long_sp_15,false,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,,0.2514285714285714,
3,319,sj_long_sp_16,false,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,,0.2514285714285714,
3,319,sj_long_sp_17,false,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,,0.2514285714285714,
3,319,sj_long_sp_18,false,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,,0.2514285714285714,
3,319,sj_long_sp_19,true,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,,0.2514285714285714,
3,319,sj_long_sp_20,false,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,,0.2514285714285714,
3,319,sj_long_sp_21,false,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,,0.2514285714285714,
3,319,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,,0.2514285714285714,
3,319,sj_long_sp_23,false,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,,0.2514285714285714,
3,319,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,,0.2514285714285714,
3,319,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,,0.15873015873015867,
3,319,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,,0.15873015873015867,
3,319,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,,0.15873015873015867,
3,319,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,,0.15873015873015867,
3,319,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,,0.15873015873015867,
3,319,sj_expensive_sp_16,false,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,,0.15873015873015867,
3,319,sj_expensive_sp_17,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,,0.15873015873015867,
3,319,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,,0.15873015873015867,
3,319,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,,0.15873015873015867,
3,319,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,,0.15873015873015867,
3,319,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,,0.15873015873015867,
3,319,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,,0.15873015873015867,
3,319,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,,0.15873015873015867,
3,319,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,,0.15873015873015867,
3,320,sj_big_bl_1,true,,2,unimodal,,,semantic,ball,big,,,,18.0,9.5,,0.11857142857142855,
3,320,sj_big_bl_2,true,,2,unimodal,,,semantic,ball,big,,,,14.0,10.0,,0.11857142857142855,
3,320,sj_big_bl_3,false,,2,unimodal,,,semantic,ball,big,,,,2.5,15.0,,0.11857142857142855,
3,320,sj_big_bl_4,false,,2,unimodal,,,semantic,ball,big,,,,5.0,19.0,,0.11857142857142855,
3,320,sj_big_bl_5,true,,2,unimodal,,,semantic,ball,big,,,,16.0,12.0,,0.11857142857142855,
3,320,sj_big_bl_15,true,,2,unimodal,,,semantic,ball,big,,,,12.0,8.0,,0.11857142857142855,
3,320,sj_big_bl_16,false,,2,unimodal,,,semantic,ball,big,,,,9.0,17.0,,0.11857142857142855,
3,320,sj_big_bl_17,false,,2,unimodal,,,semantic,ball,big,,,,7.0,1.5,,0.11857142857142855,
3,320,sj_big_bl_18,false,,2,unimodal,,,semantic,ball,big,,,,8.5,9.0,,0.11857142857142855,
3,320,sj_big_bl_19,false,,2,unimodal,,,semantic,ball,big,,,,10.0,4.0,,0.11857142857142855,
3,320,sj_big_bl_20,false,,2,unimodal,,,semantic,ball,big,,,,11.0,7.5,,0.11857142857142855,
3,320,sj_big_bl_21,false,,2,unimodal,,,semantic,ball,big,,,,10.5,14.0,,0.11857142857142855,
3,320,sj_big_bl_22,false,,2,unimodal,,,semantic,ball,big,,,,10.0,6.5,,0.11857142857142855,
3,320,sj_big_bl_23,false,,2,unimodal,,,semantic,ball,big,,,,12.5,11.5,,0.11857142857142855,
3,320,sj_expensive_bl_1,true,,2,unimodal,,,semantic,ball,expensive,,,,18.0,9.5,,0.18714285714285708,
3,320,sj_expensive_bl_2,false,,2,unimodal,,,semantic,ball,expensive,,,,14.0,10.0,,0.18714285714285708,
3,320,sj_expensive_bl_3,true,,2,unimodal,,,semantic,ball,expensive,,,,2.5,15.0,,0.18714285714285708,
3,320,sj_expensive_bl_4,false,,2,unimodal,,,semantic,ball,expensive,,,,5.0,19.0,,0.18714285714285708,
3,320,sj_expensive_bl_5,false,,2,unimodal,,,semantic,ball,expensive,,,,16.0,12.0,,0.18714285714285708,
3,320,sj_expensive_bl_15,false,,2,unimodal,,,semantic,ball,expensive,,,,12.0,8.0,,0.18714285714285708,
3,320,sj_expensive_bl_16,true,,2,unimodal,,,semantic,ball,expensive,,,,9.0,17.0,,0.18714285714285708,
3,320,sj_expensive_bl_17,false,,2,unimodal,,,semantic,ball,expensive,,,,7.0,1.5,,0.18714285714285708,
3,320,sj_expensive_bl_18,false,,2,unimodal,,,semantic,ball,expensive,,,,8.5,9.0,,0.18714285714285708,
3,320,sj_expensive_bl_19,false,,2,unimodal,,,semantic,ball,expensive,,,,10.0,4.0,,0.18714285714285708,
3,320,sj_expensive_bl_20,false,,2,unimodal,,,semantic,ball,expensive,,,,11.0,7.5,,0.18714285714285708,
3,320,sj_expensive_bl_21,true,,2,unimodal,,,semantic,ball,expensive,,,,10.5,14.0,,0.18714285714285708,
3,320,sj_expensive_bl_22,false,,2,unimodal,,,semantic,ball,expensive,,,,10.0,6.5,,0.18714285714285708,
3,320,sj_expensive_bl_23,true,,2,unimodal,,,semantic,ball,expensive,,,,12.5,11.5,,0.18714285714285708,
3,320,sj_long_sp_1,false,,2,bimodal,,,semantic,spring,long,,,,8.0,9.5,,0.1842857142857143,
3,320,sj_long_sp_2,true,,2,bimodal,,,semantic,spring,long,,,,33.0,8.0,,0.1842857142857143,
3,320,sj_long_sp_3,false,,2,bimodal,,,semantic,spring,long,,,,13.0,8.0,,0.1842857142857143,
3,320,sj_long_sp_4,true,,2,bimodal,,,semantic,spring,long,,,,30.0,11.0,,0.1842857142857143,
3,320,sj_long_sp_5,false,,2,bimodal,,,semantic,spring,long,,,,10.0,5.0,,0.1842857142857143,
3,320,sj_long_sp_6,true,,2,bimodal,,,semantic,spring,long,,,,32.0,16.5,,0.1842857142857143,
3,320,sj_long_sp_7,false,,2,bimodal,,,semantic,spring,long,,,,11.0,12.5,,0.1842857142857143,
3,320,sj_long_sp_8,false,,2,bimodal,,,semantic,spring,long,,,,11.0,3.0,,0.1842857142857143,
3,320,sj_long_sp_9,true,,2,bimodal,,,semantic,spring,long,,,,32.0,10.0,,0.1842857142857143,
3,320,sj_long_sp_10,false,,2,bimodal,,,semantic,spring,long,,,,9.0,6.5,,0.1842857142857143,
3,320,sj_long_sp_11,true,,2,bimodal,,,semantic,spring,long,,,,31.0,8.5,,0.1842857142857143,
3,320,sj_long_sp_12,true,,2,bimodal,,,semantic,spring,long,,,,31.0,14.0,,0.1842857142857143,
3,320,sj_long_sp_13,false,,2,bimodal,,,semantic,spring,long,,,,9.0,13.5,,0.1842857142857143,
3,320,sj_long_sp_14,true,,2,bimodal,,,semantic,spring,long,,,,28.0,18.0,,0.1842857142857143,
3,320,sj_expensive_sp_1,false,,2,bimodal,,,semantic,spring,expensive,,,,8.0,9.5,,0.14428571428571427,
3,320,sj_expensive_sp_2,false,,2,bimodal,,,semantic,spring,expensive,,,,33.0,8.0,,0.14428571428571427,
3,320,sj_expensive_sp_3,false,,2,bimodal,,,semantic,spring,expensive,,,,13.0,8.0,,0.14428571428571427,
3,320,sj_expensive_sp_4,true,,2,bimodal,,,semantic,spring,expensive,,,,30.0,11.0,,0.14428571428571427,
3,320,sj_expensive_sp_5,false,,2,bimodal,,,semantic,spring,expensive,,,,10.0,5.0,,0.14428571428571427,
3,320,sj_expensive_sp_6,true,,2,bimodal,,,semantic,spring,expensive,,,,32.0,16.5,,0.14428571428571427,
3,320,sj_expensive_sp_7,true,,2,bimodal,,,semantic,spring,expensive,,,,11.0,12.5,,0.14428571428571427,
3,320,sj_expensive_sp_8,false,,2,bimodal,,,semantic,spring,expensive,,,,11.0,3.0,,0.14428571428571427,
3,320,sj_expensive_sp_9,false,,2,bimodal,,,semantic,spring,expensive,,,,32.0,10.0,,0.14428571428571427,
3,320,sj_expensive_sp_10,false,,2,bimodal,,,semantic,spring,expensive,,,,9.0,6.5,,0.14428571428571427,
3,320,sj_expensive_sp_11,false,,2,bimodal,,,semantic,spring,expensive,,,,31.0,8.5,,0.14428571428571427,
3,320,sj_expensive_sp_12,false,,2,bimodal,,,semantic,spring,expensive,,,,31.0,14.0,,0.14428571428571427,
3,320,sj_expensive_sp_13,false,,2,bimodal,,,semantic,spring,expensive,,,,9.0,13.5,,0.14428571428571427,
3,320,sj_expensive_sp_14,true,,2,bimodal,,,semantic,spring,expensive,,,,28.0,18.0,,0.14428571428571427,
3,321,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,,0.17269841269841266,
3,321,sj_big_bl_2,false,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,,0.17269841269841266,
3,321,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,,0.17269841269841266,
3,321,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,,0.17269841269841266,
3,321,sj_big_bl_5,true,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,,0.17269841269841266,
3,321,sj_big_bl_6,true,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,,0.17269841269841266,
3,321,sj_big_bl_7,true,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,,0.17269841269841266,
3,321,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,,0.17269841269841266,
3,321,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,,0.17269841269841266,
3,321,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,,0.17269841269841266,
3,321,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,,0.17269841269841266,
3,321,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,,0.17269841269841266,
3,321,sj_big_bl_13,true,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,,0.17269841269841266,
3,321,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,,0.17269841269841266,
3,321,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,,0.13841269841269838,
3,321,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,,0.13841269841269838,
3,321,sj_expensive_bl_3,true,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,,0.13841269841269838,
3,321,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,,0.13841269841269838,
3,321,sj_expensive_bl_5,false,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,,0.13841269841269838,
3,321,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,,0.13841269841269838,
3,321,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,,0.13841269841269838,
3,321,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,,0.13841269841269838,
3,321,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,,0.13841269841269838,
3,321,sj_expensive_bl_10,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,,0.13841269841269838,
3,321,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,,0.13841269841269838,
3,321,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,,0.13841269841269838,
3,321,sj_expensive_bl_13,true,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,,0.13841269841269838,
3,321,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,,0.13841269841269838,
3,321,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,,0.2514285714285714,
3,321,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,,0.2514285714285714,
3,321,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,,0.2514285714285714,
